Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,source_year,Event Month,event_start,event_end,duration_hours
December,12/10/2022,01:14:00,12/10/2022,02:02:00,Massachusetts: Suffolk County[13];,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Transmission Interruption,0,0,2022,,2022-12-10 01:14:00-06:00,2022-12-10 02:02:00-06:00,0.8
December,12/10/2022,11:00:00,12/12/2022,06:00:00,"Missouri: Greene County, Dunklin County;",SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2022,,2022-12-10 11:00:00-06:00,2022-12-12 06:00:00-06:00,43.0
December,12/13/2022,23:59:00,12/14/2022,03:39:00,Washington: Spokane County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,10,583,2022,,2022-12-13 23:59:00-06:00,2022-12-14 03:39:00-06:00,3.6666666666666665
December,12/14/2022,10:42:00,12/14/2022,12:05:00,Florida: Hillsborough County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2022,,2022-12-14 10:42:00-06:00,2022-12-14 12:05:00-06:00,1.3833333333333333
December,12/14/2022,11:23:00,Unknown,Unknown,Indiana:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2022,,2022-12-14 11:23:00-06:00,,
December,12/14/2022,12:52:00,Unknown,Unknown,Montana: Richland County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown,2022,,2022-12-14 12:52:00-06:00,,
December,12/15/2022,05:30:00,12/15/2022,05:31:00,Utah: Salt Lake County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2022,,2022-12-15 05:30:00-06:00,2022-12-15 05:31:00-06:00,0.016666666666666666
December,12/16/2022,23:30:00,12/18/2022,23:21:00,Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,36600,2022,,2022-12-16 23:30:00-06:00,2022-12-18 23:21:00-06:00,47.85
December,12/17/2022,19:45:00,12/17/2022,19:46:00,Texas: Kaufman County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2022,,2022-12-17 19:45:00-06:00,2022-12-17 19:46:00-06:00,0.016666666666666666
December,12/22/2022,09:04:00,12/25/2022,00:00:00,Tennessee: Alabama: Mississippi: Kentucky:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Transmission Interruption,3200,Unknown,2022,,2022-12-22 09:04:00-06:00,2022-12-25 00:00:00-06:00,62.93333333333333
December,12/22/2022,21:04:00,12/22/2022,21:42:00,Texas: Montgomery County;,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2022,,2022-12-22 21:04:00-06:00,2022-12-22 21:42:00-06:00,0.6333333333333333
December,12/23/2022,06:04:00,12/23/2022,06:40:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2022,,2022-12-23 06:04:00-06:00,2022-12-23 06:40:00-06:00,0.6
December,12/23/2022,14:30:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,57000,2022,,2022-12-23 14:30:00-06:00,,
December,12/23/2022,05:20:00,Unknown,Unknown,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,500000,2022,,2022-12-23 05:20:00-06:00,,
December,12/23/2022,09:45:00,12/23/2022,17:00:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,66519,2022,,2022-12-23 09:45:00-06:00,2022-12-23 17:00:00-06:00,7.25
December,12/23/2022,07:30:00,12/23/2022,22:13:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,108900,2022,,2022-12-23 07:30:00-06:00,2022-12-23 22:13:00-06:00,14.716666666666667
December,12/23/2022,08:31:00,Unknown,Unknown,Tennessee: Shelby County;,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Unknown,Unknown,2022,,2022-12-23 08:31:00-06:00,,
December,12/23/2022,03:03:00,12/23/2022,12:30:00,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,236,33010,2022,,2022-12-23 03:03:00-06:00,2022-12-23 12:30:00-06:00,9.45
December,12/23/2022,07:19:00,12/23/2022,07:41:00,Missouri: Jasper County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0,2022,,2022-12-23 07:19:00-06:00,2022-12-23 07:41:00-06:00,0.36666666666666664
December,12/24/2022,06:15:00,12/25/2022,09:00:00,South Carolina:,SERC,System-wide voltage reductions of 3 percent or more.,Severe Weather,4615,17600,2022,,2022-12-24 06:15:00-06:00,2022-12-25 09:00:00-06:00,26.75
December,12/24/2022,06:35:00,12/24/2022,16:10:00,North Carolina:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,960,130000,2022,,2022-12-24 06:35:00-06:00,2022-12-24 16:10:00-06:00,9.583333333333334
December,12/24/2022,04:45:00,12/24/2022,15:45:00,North Carolina: South Carolina:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,1000,295000,2022,,2022-12-24 04:45:00-06:00,2022-12-24 15:45:00-06:00,11.0
December,12/24/2022,09:00:00,12/24/2022,11:15:00,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,160,22436,2022,,2022-12-24 09:00:00-06:00,2022-12-24 11:15:00-06:00,2.25
December,12/25/2022,19:25:00,12/25/2022,20:07:00,Washington: Pierce County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,32,13500,2022,,2022-12-25 19:25:00-06:00,2022-12-25 20:07:00-06:00,0.7
December,12/25/2022,02:42:00,12/25/2022,04:55:00,Washington: Pierce County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,14,8000,2022,,2022-12-25 02:42:00-06:00,2022-12-25 04:55:00-06:00,2.216666666666667
December,12/26/2022,06:54:00,12/26/2022,08:19:00,Washington:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown,2022,,2022-12-26 06:54:00-06:00,2022-12-26 08:19:00-06:00,1.4166666666666667
December,12/26/2022,08:30:00,12/28/2022,21:00:00,"Washington: King County, Island County, Kittitas County, Kitsap County, Pierce County, Skagit County, Thurston County, Whatcom County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,230000,2022,,2022-12-26 08:30:00-06:00,2022-12-28 21:00:00-06:00,60.5
December,12/27/2022,08:00:00,12/27/2022,08:30:00,Washington: Lewis County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2022,,2022-12-27 08:00:00-06:00,2022-12-27 08:30:00-06:00,0.5
December,12/27/2022,13:30:00,12/27/2022,21:16:00,California: San Diego County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2022,,2022-12-27 13:30:00-06:00,2022-12-27 21:16:00-06:00,7.766666666666667
December,12/27/2022,10:12:00,Unknown,Unknown,"Oregon: Clackamas County, Columbia County, Marion County, Multnomah County, Polk County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,83060,2022,,2022-12-27 10:12:00-06:00,,
December,12/27/2022,20:40:00,12/27/2022,20:41:00,Washington: King County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,11,11600,2022,,2022-12-27 20:40:00-06:00,2022-12-27 20:41:00-06:00,0.016666666666666666
December,12/27/2022,07:07:00,12/29/2022,11:10:00,California: Sacramento County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown,2022,,2022-12-27 07:07:00-06:00,2022-12-29 11:10:00-06:00,52.05
December,12/27/2022,07:20:00,12/27/2022,11:22:00,California: Sacramento County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2022,,2022-12-27 07:20:00-06:00,2022-12-27 11:22:00-06:00,4.033333333333333
December,12/29/2022,13:14:00,12/29/2022,13:55:00,Washington: King County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2022,,2022-12-29 13:14:00-06:00,2022-12-29 13:55:00-06:00,0.6833333333333333
December,12/29/2022,16:00:00,Unknown,Unknown,Ohio:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,2600,Unknown,2022,,2022-12-29 16:00:00-06:00,,
December,12/30/2022,05:25:00,12/30/2022,14:17:00,Oregon: Sherman County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2022,,2022-12-30 05:25:00-06:00,2022-12-30 14:17:00-06:00,8.866666666666667
December,12/30/2022,17:04:00,Unknown,Unknown,Minnesota: Washington County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown,2022,,2022-12-30 17:04:00-06:00,,
December,12/31/2022,20:00:00,01/03/2023,00:00:00,Nevada:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,3500,2022,,2022-12-31 20:00:00-06:00,2023-01-03 00:00:00-06:00,52.0
December,12/31/2022,19:00:00,01/01/2023,06:00:00,California: Sacramento County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,161000,2022,,2022-12-31 19:00:00-06:00,2023-01-01 06:00:00-06:00,11.0
,01/01/2023,00:06:00,01/01/2023,03:57:00,California: Riverside County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2023,January,2023-01-01 00:06:00-06:00,2023-01-01 03:57:00-06:00,3.85
,01/01/2023,09:55:00,01/01/2023,10:30:00,California: Sacramento County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2023,January,2023-01-01 09:55:00-06:00,2023-01-01 10:30:00-06:00,0.5833333333333334
,01/01/2023,14:47:00,01/01/2023,16:50:00,Florida: Citrus County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,19,3509,2023,January,2023-01-01 14:47:00-06:00,2023-01-01 16:50:00-06:00,2.05
,01/02/2023,16:12:00,01/03/2023,09:30:00,Texas: Dallas County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2023,January,2023-01-02 16:12:00-06:00,2023-01-03 09:30:00-06:00,17.3
,01/02/2023,03:16:00,01/02/2023,16:46:00,New Mexico:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations,Vandalism,432,0,2023,January,2023-01-02 03:16:00-06:00,2023-01-02 16:46:00-06:00,13.5
,01/02/2023,18:22:00,01/02/2023,22:27:00,Arkansas: Union County; Louisiana: Ouachita Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,20,6849,2023,January,2023-01-02 18:22:00-06:00,2023-01-02 22:27:00-06:00,4.083333333333333
,01/03/2023,11:45:00,01/03/2023,12:00:00,Michigan: Ingham County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2023,January,2023-01-03 11:45:00-06:00,2023-01-03 12:00:00-06:00,0.25
,01/05/2023,08:19:00,01/05/2023,08:20:00,Louisiana: Concordia Parish;,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,23,1631,2023,January,2023-01-05 08:19:00-06:00,2023-01-05 08:20:00-06:00,0.016666666666666666
,01/05/2023,07:30:00,01/05/2023,09:30:00,Washington: Lewis County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2023,January,2023-01-05 07:30:00-06:00,2023-01-05 09:30:00-06:00,2.0
,01/06/2023,09:30:00,01/06/2023,11:30:00,Ohio: Sandusky County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown,2023,January,2023-01-06 09:30:00-06:00,2023-01-06 11:30:00-06:00,2.0
,01/07/2023,22:00:00,01/08/2023,21:00:00,California: Sacramento County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,458,185434,2023,January,2023-01-07 22:00:00-06:00,2023-01-08 21:00:00-06:00,23.0
